dataset,model_name,preprocessing_mode,inversion,normalization_strategy,probe_type,regressor_type,activity,MAE,RMSE,median_absolute_error,p95_absolute_error,catastrophic_error_rate_20bpm,n_windows,n_participants
GalaxyPPG,spectral,harmonized,False,NA,NA,classical_spectral,rest-3,13.940878267055476,21.172345098110704,6.506849315099998,45.8953376427,0.23674911660777384,283,5
GalaxyPPG,spectral,harmonized,True,NA,NA,classical_spectral,rest-3,13.940878267055476,21.172345098110704,6.506849315099998,45.8953376427,0.23674911660777384,283,5
GalaxyPPG,pulseppg,harmonized,True,per_window_zscore,NA,random_forest,jogging,14.368502255690421,17.917691167617917,11.612173842723358,35.19826204664641,0.26785714285714285,280,5
GalaxyPPG,pulseppg,harmonized,False,per_window_zscore,ridge,ridge,keyboard-typing,14.4248955381154,18.436344901934653,11.614896450628123,38.41298167469805,0.2668213457076566,431,5
GalaxyPPG,papagei,harmonized,True,per_window_zscore,ridge,ridge,keyboard-typing,14.53841166104357,17.94253490201074,12.807036239917949,35.25121142758789,0.2529002320185615,431,5
GalaxyPPG,papagei,model_faithful,True,per_window_zscore,ridge,ridge,keyboard-typing,14.53841166104357,17.94253490201074,12.807036239917949,35.25121142758789,0.2529002320185615,431,5
GalaxyPPG,papagei,harmonized,True,per_window_zscore,linear,linear,keyboard-typing,14.675876776370643,18.143397790295168,12.498602407878124,34.80058081564336,0.2552204176334107,431,5
GalaxyPPG,papagei,model_faithful,True,per_window_zscore,linear,linear,keyboard-typing,14.675876776370643,18.143397790295168,12.498602407878124,34.80058081564336,0.2552204176334107,431,5
GalaxyPPG,pulseppg,model_faithful,True,causal_running_zscore,NA,random_forest,jogging,14.761794531564783,18.32640306679552,12.610730809464549,36.32864855782877,0.2857142857142857,280,5
GalaxyPPG,papagei,harmonized,True,per_window_zscore,NA,random_forest,keyboard-typing,15.024264159949457,18.318666946264727,12.327225446189388,35.60478970148676,0.271461716937355,431,5
GalaxyPPG,papagei,model_faithful,True,per_window_zscore,NA,random_forest,keyboard-typing,15.024264159949457,18.318666946264727,12.327225446189388,35.60478970148676,0.271461716937355,431,5
GalaxyPPG,spectral,harmonized,False,NA,NA,classical_spectral,standing,15.567436714337527,24.479529021551734,6.231511253999997,57.04081632650001,0.2680652680652681,429,5
GalaxyPPG,spectral,harmonized,True,NA,NA,classical_spectral,standing,15.567436714337527,24.479529021551734,6.231511253999997,57.04081632650001,0.2680652680652681,429,5
GalaxyPPG,pulseppg,harmonized,False,per_window_zscore,ridge,ridge,walking,15.710054872695096,19.23832006779583,14.037896401521095,37.93792983874711,0.29856115107913667,278,5
GalaxyPPG,pulseppg,model_faithful,True,causal_running_zscore,NA,random_forest,walking,16.425122421986774,19.702790891610423,16.061167295975523,37.185907569905,0.32014388489208634,278,5
GalaxyPPG,pulseppg,harmonized,True,per_window_zscore,NA,random_forest,walking,16.48371650129635,19.692555176103543,15.833833099051837,36.47473335159425,0.3273381294964029,278,5
GalaxyPPG,pulseppg,model_faithful,True,causal_running_zscore,linear,linear,walking,16.862790512089507,20.064252654206438,15.424511350295312,35.47641714281018,0.35611510791366907,278,5
GalaxyPPG,pulseppg,harmonized,True,per_window_zscore,linear,linear,walking,16.869703649182373,20.068944506935107,15.469116648011713,35.51288221544202,0.35611510791366907,278,5
GalaxyPPG,pulseppg,model_faithful,True,per_window_zscore,linear,linear,walking,16.869703649182373,20.068944506935107,15.469116648011713,35.51288221544202,0.35611510791366907,278,5
GalaxyPPG,pulseppg,model_faithful,True,none,linear,linear,walking,16.870294735151486,20.06875794292639,15.471493204408205,35.52367475694592,0.35611510791366907,278,5
GalaxyPPG,pulseppg,model_faithful,True,person_specific_zscore,linear,linear,walking,16.872498614748007,20.070179066023584,15.390012706073058,35.50012853807386,0.35611510791366907,278,5
GalaxyPPG,pulseppg,model_faithful,True,causal_running_zscore,ridge,ridge,walking,16.9709004953006,20.086633173395565,15.465814837497653,34.73197332230795,0.35611510791366907,278,5
GalaxyPPG,pulseppg,harmonized,True,per_window_zscore,ridge,ridge,walking,16.97597343889884,20.090469379715593,15.483319940173828,34.62488790360678,0.35611510791366907,278,5
GalaxyPPG,pulseppg,model_faithful,True,per_window_zscore,ridge,ridge,walking,16.97597343889884,20.090469379715593,15.483319940173828,34.62488790360678,0.35611510791366907,278,5
GalaxyPPG,pulseppg,model_faithful,True,none,ridge,ridge,walking,16.976242471109604,20.090100737627814,15.474733056628907,34.631224878704444,0.35611510791366907,278,5
GalaxyPPG,pulseppg,model_faithful,True,person_specific_zscore,ridge,ridge,walking,16.98151517154972,20.094296330690657,15.501424493396485,34.619828273332885,0.35611510791366907,278,5
GalaxyPPG,papagei,harmonized,False,per_window_zscore,ridge,ridge,walking,17.925922290347916,22.109854561788534,15.871212619398435,42.050349972379166,0.3776978417266187,278,5
GalaxyPPG,papagei,harmonized,True,per_window_zscore,NA,random_forest,walking,18.240419464133822,20.81175575123549,17.61310995806815,36.0058446819588,0.39568345323741005,278,5
GalaxyPPG,papagei,model_faithful,True,per_window_zscore,NA,random_forest,walking,18.240419464133822,20.81175575123549,17.61310995806815,36.0058446819588,0.39568345323741005,278,5
GalaxyPPG,peak_based,harmonized,False,NA,NA,classical_peak,walking,18.558780265437086,26.739402640158293,9.207474727282019,52.463846004810534,0.3129496402877698,278,5
GalaxyPPG,peak_based,harmonized,True,NA,NA,classical_peak,walking,18.597079151390833,25.68580559459762,10.601917207807134,49.920446325684445,0.37410071942446044,278,5
GalaxyPPG,papagei,harmonized,True,per_window_zscore,NA,random_forest,rest-5,18.725067201502153,26.020741843664688,12.452522833550631,59.90806582120551,0.30383480825958703,339,5
GalaxyPPG,papagei,model_faithful,True,per_window_zscore,NA,random_forest,rest-5,18.725067201502153,26.020741843664688,12.452522833550631,59.90806582120551,0.30383480825958703,339,5
GalaxyPPG,pulseppg,harmonized,False,per_window_zscore,ridge,ridge,jogging,19.17784835376753,23.234588801119212,16.719880908103903,41.224283927989724,0.40714285714285714,280,5
GalaxyPPG,spectral,harmonized,False,NA,NA,classical_spectral,tsst-prep,19.56279838596,27.515758187290714,7.292218227750006,57.2146507666,0.3953488372093023,430,5
GalaxyPPG,spectral,harmonized,True,NA,NA,classical_spectral,tsst-prep,19.56279838596,27.515758187290714,7.292218227750006,57.2146507666,0.3953488372093023,430,5
GalaxyPPG,pulseppg,model_faithful,True,none,linear,linear,jogging,20.096879230403538,24.455937390928927,18.553172165214846,45.447774399711186,0.44285714285714284,280,5
GalaxyPPG,pulseppg,model_faithful,True,causal_running_zscore,linear,linear,jogging,20.10197839073417,24.459353524140383,18.46933561800313,45.46395558257251,0.44285714285714284,280,5
GalaxyPPG,pulseppg,harmonized,True,per_window_zscore,linear,linear,jogging,20.102873127977826,24.460971965915032,18.559235419387505,45.44873150725513,0.44285714285714284,280,5
GalaxyPPG,pulseppg,model_faithful,True,per_window_zscore,linear,linear,jogging,20.102873127977826,24.460971965915032,18.559235419387505,45.44873150725513,0.44285714285714284,280,5
GalaxyPPG,pulseppg,model_faithful,True,person_specific_zscore,linear,linear,jogging,20.108667762115658,24.466157264024314,18.486336538375,45.43485020537526,0.44285714285714284,280,5
GalaxyPPG,pulseppg,model_faithful,True,none,ridge,ridge,jogging,20.14604292428136,24.485723066768458,18.390214247183593,44.49717701811937,0.4642857142857143,280,5
GalaxyPPG,pulseppg,model_faithful,True,causal_running_zscore,ridge,ridge,jogging,20.151761508124718,24.49087449881048,18.435502333121093,44.5076292886272,0.4642857142857143,280,5
GalaxyPPG,pulseppg,harmonized,True,per_window_zscore,ridge,ridge,jogging,20.15257799115845,24.49153772021637,18.41649751134375,44.497128189994385,0.4642857142857143,280,5
GalaxyPPG,pulseppg,model_faithful,True,per_window_zscore,ridge,ridge,jogging,20.15257799115845,24.49153772021637,18.41649751134375,44.497128189994385,0.4642857142857143,280,5
GalaxyPPG,pulseppg,model_faithful,True,person_specific_zscore,ridge,ridge,jogging,20.15986343465583,24.497177964841914,18.436570448355468,44.4825156106487,0.4642857142857143,280,5
GalaxyPPG,papagei,harmonized,True,per_window_zscore,ridge,ridge,rest-5,20.329098393752805,27.80990945924781,13.562246725745325,61.99989896446271,0.37168141592920356,339,5
GalaxyPPG,papagei,model_faithful,True,per_window_zscore,ridge,ridge,rest-5,20.329098393752805,27.80990945924781,13.562246725745325,61.99989896446271,0.37168141592920356,339,5
GalaxyPPG,papagei,harmonized,True,per_window_zscore,linear,linear,rest-5,20.599438734196525,28.30319602172018,13.690817926137498,63.64952648639632,0.3805309734513274,339,5
GalaxyPPG,papagei,model_faithful,True,per_window_zscore,linear,linear,rest-5,20.599438734196525,28.30319602172018,13.690817926137498,63.64952648639632,0.3805309734513274,339,5
GalaxyPPG,papagei,harmonized,False,per_window_zscore,ridge,ridge,rest-5,21.117453069194017,28.199312770460203,14.058665631732808,60.63636459601554,0.41297935103244837,339,5
GalaxyPPG,papagei,harmonized,True,per_window_zscore,ridge,ridge,walking,22.459160685797272,26.90379249994669,20.45667832392266,48.11274361968929,0.5107913669064749,278,5
GalaxyPPG,papagei,model_faithful,True,per_window_zscore,ridge,ridge,walking,22.459160685797272,26.90379249994669,20.45667832392266,48.11274361968929,0.5107913669064749,278,5
GalaxyPPG,papagei,harmonized,True,per_window_zscore,linear,linear,walking,22.945851994961867,28.350792851285046,20.169753311818752,53.864703822312656,0.5035971223021583,278,5
GalaxyPPG,papagei,model_faithful,True,per_window_zscore,linear,linear,walking,22.945851994961867,28.350792851285046,20.169753311818752,53.864703822312656,0.5035971223021583,278,5
GalaxyPPG,papagei,harmonized,True,per_window_zscore,linear,linear,jogging,23.715549339833522,27.988432629972138,22.33965464603672,48.59752223998527,0.5714285714285714,280,5
GalaxyPPG,papagei,model_faithful,True,per_window_zscore,linear,linear,jogging,23.715549339833522,27.988432629972138,22.33965464603672,48.59752223998527,0.5714285714285714,280,5
GalaxyPPG,papagei,harmonized,True,per_window_zscore,ridge,ridge,jogging,23.890415047563582,27.94502075759382,23.00888835646561,47.20887260468862,0.5821428571428572,280,5
GalaxyPPG,papagei,model_faithful,True,per_window_zscore,ridge,ridge,jogging,23.890415047563582,27.94502075759382,23.00888835646561,47.20887260468862,0.5821428571428572,280,5
GalaxyPPG,spectral,harmonized,False,NA,NA,classical_spectral,rest-4,24.275018789953737,31.52436959414927,20.8616904501,56.0101010101,0.5160142348754448,281,5
GalaxyPPG,spectral,harmonized,True,NA,NA,classical_spectral,rest-4,24.275018789953737,31.52436959414927,20.8616904501,56.0101010101,0.5160142348754448,281,5
GalaxyPPG,spectral,harmonized,False,NA,NA,classical_spectral,ssst-sing,24.429516807074574,32.95059138804449,22.519243743999994,61.96142093205,0.559322033898305,59,5
GalaxyPPG,spectral,harmonized,True,NA,NA,classical_spectral,ssst-sing,24.429516807074574,32.95059138804449,22.519243743999994,61.96142093205,0.559322033898305,59,5
GalaxyPPG,pulseppg,harmonized,False,per_window_zscore,ridge,ridge,running,24.69054398453051,30.083241602137292,22.39226842576562,55.558266102441564,0.5451263537906137,277,5
GalaxyPPG,spectral,harmonized,False,NA,NA,classical_spectral,keyboard-typing,26.245947532076563,29.635941873167404,29.6268656716,46.46352090415,0.6496519721577726,431,5
GalaxyPPG,spectral,harmonized,True,NA,NA,classical_spectral,keyboard-typing,26.245947532076563,29.635941873167404,29.6268656716,46.46352090415,0.6496519721577726,431,5
GalaxyPPG,pulseppg,model_faithful,True,person_specific_zscore,ridge,ridge,running,27.144937415279212,32.62235958887097,26.036819836766398,56.653277071492795,0.5776173285198556,277,5
GalaxyPPG,pulseppg,model_faithful,True,person_specific_zscore,linear,linear,running,27.14826793051841,32.64276078530348,25.597473235168763,56.75751943911171,0.5776173285198556,277,5
GalaxyPPG,pulseppg,model_faithful,True,causal_running_zscore,ridge,ridge,running,27.167420607475172,32.64088039175454,26.05009398763437,56.732485445516225,0.5776173285198556,277,5
GalaxyPPG,pulseppg,harmonized,True,per_window_zscore,ridge,ridge,running,27.168037514257524,32.641399350045695,26.03886351888437,56.77740579463734,0.5776173285198556,277,5
GalaxyPPG,pulseppg,model_faithful,True,per_window_zscore,ridge,ridge,running,27.168037514257524,32.641399350045695,26.03886351888437,56.77740579463734,0.5776173285198556,277,5
GalaxyPPG,pulseppg,model_faithful,True,none,ridge,ridge,running,27.17005302401786,32.64328575809312,25.99662719075937,56.790761812703735,0.5776173285198556,277,5
GalaxyPPG,pulseppg,model_faithful,True,causal_running_zscore,linear,linear,running,27.17200741131856,32.6627699147153,25.555252165832826,56.86364584292029,0.5776173285198556,277,5
GalaxyPPG,pulseppg,harmonized,True,per_window_zscore,linear,linear,running,27.172786711278366,32.66303079754699,25.493545622864076,56.91247701967813,0.5776173285198556,277,5
GalaxyPPG,pulseppg,model_faithful,True,per_window_zscore,linear,linear,running,27.172786711278366,32.66303079754699,25.493545622864076,56.91247701967813,0.5776173285198556,277,5
GalaxyPPG,pulseppg,model_faithful,True,none,linear,linear,running,27.174748071617593,32.664755674297695,25.469604582825013,56.928248504053116,0.5776173285198556,277,5
GalaxyPPG,pulseppg,model_faithful,True,causal_running_zscore,NA,random_forest,running,27.22761964662709,31.22940361726824,26.83887937364281,52.25402264754028,0.6823104693140795,277,5
GalaxyPPG,pulseppg,harmonized,True,per_window_zscore,NA,random_forest,running,27.57993973349586,31.722166089750008,27.273969312357252,53.2718443403941,0.6678700361010831,277,5
GalaxyPPG,papagei,harmonized,True,per_window_zscore,NA,random_forest,jogging,28.45235069877425,32.06879672965613,29.034858835001863,51.540731988309176,0.7071428571428572,280,5
GalaxyPPG,papagei,model_faithful,True,per_window_zscore,NA,random_forest,jogging,28.45235069877425,32.06879672965613,29.034858835001863,51.540731988309176,0.7071428571428572,280,5
GalaxyPPG,spectral,harmonized,False,NA,NA,classical_spectral,tsst-speech,28.776232313241604,35.56792785033083,37.758620689699995,56.08124756471,0.6091954022988506,435,5
GalaxyPPG,spectral,harmonized,True,NA,NA,classical_spectral,tsst-speech,28.776232313241604,35.56792785033083,37.758620689699995,56.08124756471,0.6091954022988506,435,5
GalaxyPPG,papagei,harmonized,False,per_window_zscore,ridge,ridge,jogging,28.776314680971733,35.740250584192836,26.214501942103908,58.555125540240205,0.6285714285714286,280,5
GalaxyPPG,peak_based,harmonized,True,NA,NA,classical_peak,jogging,29.19484176974473,34.8081902819183,28.33177280811516,64.10496927733665,0.6357142857142857,280,5
GalaxyPPG,spectral,harmonized,False,NA,NA,classical_spectral,ssst-prep,29.89539080925185,38.46939376181189,41.9442397082,60.023923444960005,0.5370370370370371,54,5
GalaxyPPG,spectral,harmonized,True,NA,NA,classical_spectral,ssst-prep,29.89539080925185,38.46939376181189,41.9442397082,60.023923444960005,0.5370370370370371,54,5
GalaxyPPG,peak_based,harmonized,False,NA,NA,classical_peak,jogging,29.909667911098676,35.38493275188716,30.30002802276553,65.42544028584338,0.6285714285714286,280,5
GalaxyPPG,spectral,harmonized,False,NA,NA,classical_spectral,walking,32.844001564829135,38.37419731178058,40.0834724541,60.212559174275,0.6546762589928058,278,5
GalaxyPPG,spectral,harmonized,True,NA,NA,classical_spectral,walking,32.844001564829135,38.37419731178058,40.0834724541,60.212559174275,0.6546762589928058,278,5
GalaxyPPG,spectral,harmonized,False,NA,NA,classical_spectral,rest-5,33.971805265773746,49.59048110733554,10.808477237000005,103.28782134814,0.46607669616519176,339,5
GalaxyPPG,spectral,harmonized,True,NA,NA,classical_spectral,rest-5,33.971805265773746,49.59048110733554,10.808477237000005,103.28782134814,0.46607669616519176,339,5
GalaxyPPG,peak_based,harmonized,True,NA,NA,classical_peak,running,40.42880373922741,53.516486307503705,24.494272483563634,91.59378036926665,0.5487364620938628,277,5
GalaxyPPG,peak_based,harmonized,False,NA,NA,classical_peak,running,41.28985789085705,53.86442561606456,28.47152847156363,93.88002458123182,0.5631768953068592,277,5
GalaxyPPG,papagei,harmonized,False,per_window_zscore,ridge,ridge,running,41.699485924822824,48.238027538432114,39.391651199251555,82.32869428661813,0.7906137184115524,277,5
GalaxyPPG,papagei,harmonized,True,per_window_zscore,linear,linear,running,43.02154569930129,47.70666715241062,45.13023262126015,74.69560203907469,0.8339350180505415,277,5
GalaxyPPG,papagei,model_faithful,True,per_window_zscore,linear,linear,running,43.02154569930129,47.70666715241062,45.13023262126015,74.69560203907469,0.8339350180505415,277,5
GalaxyPPG,papagei,harmonized,True,per_window_zscore,ridge,ridge,running,43.384977283800644,47.51910169570051,45.46949043002812,72.88641044848967,0.8808664259927798,277,5
GalaxyPPG,papagei,model_faithful,True,per_window_zscore,ridge,ridge,running,43.384977283800644,47.51910169570051,45.46949043002812,72.88641044848967,0.8808664259927798,277,5
GalaxyPPG,papagei,harmonized,True,per_window_zscore,NA,random_forest,running,45.17152074124377,48.895694271684526,45.201088562732366,76.91994955606266,0.9061371841155235,277,5
GalaxyPPG,papagei,model_faithful,True,per_window_zscore,NA,random_forest,running,45.17152074124377,48.895694271684526,45.201088562732366,76.91994955606266,0.9061371841155235,277,5
GalaxyPPG,spectral,harmonized,False,NA,NA,classical_spectral,jogging,55.8602421598425,62.14827510432532,58.40753024309999,105.3759398496,0.9035714285714286,280,5
GalaxyPPG,spectral,harmonized,True,NA,NA,classical_spectral,jogging,55.8602421598425,62.14827510432532,58.40753024309999,105.3759398496,0.9035714285714286,280,5
GalaxyPPG,spectral,harmonized,False,NA,NA,classical_spectral,running,57.62170412193068,70.08867647146187,70.42780748659999,117.68999646521999,0.7148014440433214,277,5
GalaxyPPG,spectral,harmonized,True,NA,NA,classical_spectral,running,57.62170412193068,70.08867647146187,70.42780748659999,117.68999646521999,0.7148014440433214,277,5
